movie,year,id
Conspiracy Theory,1997,118883
Contact,1997,118884
Gang Related,1997,118900
Dark City,1998,118929
Deep Rising,1998,118956
The Devil's Advocate,1997,118971
Donnie Brasco,1997,119008
Event Horizon,1997,119081
Face/Off,1997,119094
Fallen,1998,119099
The Fifth Element,1997,119116
G.I. Jane,1997,119173
The Game,1997,119174
Gattaca,1997,119177
Good Will Hunting,1997,119217
Great Expectations,1998,119223
Grosse Pointe Blank,1997,119229
Mrs. Brown,1997,119280
The Horse Whisperer,1998,119314
The Ice Storm,1997,119349
Inventing the Abbotts,1997,119381
Jackie Brown,1997,119396
Kundun,1997,119485
L.A. Confidential,1997,119488
Liar Liar,1997,119528
The Lost World: Jurassic Park,1997,119567
Meet Joe Black,1998,119643
Men in Black,1997,119654
Metro,1997,119664
Mimic,1997,119675
My Best Friend's Wedding,1997,119738
As Good as It Gets,1997,119822
The Postman,1997,119925
Primary Colors,1998,119942
The Relic,1997,120004
The Saint,1997,120053
Scream 2,1997,120082
Soldier,1998,120157
Spacejacked,,120174
Spawn,1997,120177
Sphere,1998,120184
Three Kings,1999,120188
Starship Troopers,1997,120201
State and Main,2000,120202
SubUrbia,1996,120238
The Sweet Hereafter,1997,120255
A Simple Plan,1998,120324
Titanic,1997,120338
Tomorrow Never Dies,1997,120347
The Truman Show,1998,120382
U Turn,1997,120399
American History X,1998,120586
Antz,1998,120587
Armageddon,1998,120591
Being John Malkovich,1999,120601
Beloved,1998,120603
Blade,1998,120611
The Mummy,1999,120616
A Bug's Life,1998,120623
Deep Impact,1998,120647
Dogma,1999,120655
Enemy of the State,1998,120660
Eyes Wide Shut,1999,120663
Fantastic Four,2005,120667
Fear and Loathing in Las Vegas,1998,120669
From Hell,2001,120681
Gods and Monsters,1998,120684
Godzilla,1998,120685
Stepmom,1998,120686
The Green Mile,1999,120689
Halloween H20: 20 Years Later,1998,120694
Hard Rain,1998,120696
"Lock, Stock and Two Smoking Barrels",1998,120735
The Lord of the Rings: The Fellowship of the Ring,2001,120737
Lost in Space,1998,120738
The Man in the Iron Mask,1998,120744
The Mask of Zorro,1998,120746
Mighty Joe Young,1998,120751
Mission: Impossible II,2000,120755
Mulan,1998,120762
A Night at the Roxbury,1998,120770
Out of Sight,1998,120780
The Parent Trap,1998,120783
Pleasantville,1998,120789
RKO 281,,120801
Resident Evil,2002,120804
Rush Hour,1998,120812
Saving Private Ryan,1998,120815
The Shipping News,2001,120824
Snake Eyes,1998,120832
Snow Falling on Cedars,1999,120834
Star Trek: Insurrection,1998,120844
The Thin Red Line,1998,120863
Wag the Dog,1997,120885
The Wedding Singer,1998,120888
What Dreams May Come,1998,120889
Wild Things,1998,120890
Wild Wild West,1999,120891
Wrongfully Accused,1998,120901
The X Files,1998,120902
X-Men,2000,120903
eXistenZ,1999,120907
Star Wars: Episode I - The Phantom Menace,1999,120915
Corpse Bride,2005,121164
Star Wars: Episode II - Attack of the Clones,2002,121765
Lethal Weapon 4,1998,122151
Return to Me,2000,122459
Henry Fool,1997,122529
Ronin,1998,122690
Analyze This,1999,122933
Life,1999,123964
Very Bad Things,1998,124198
Blast from the Past,1999,124298
The Cider House Rules,1999,124315
Notting Hill,1999,125439
Man on the Moon,1999,125664
Shrek,2001,126029
Legionnaire,1998,126388
Election,1999,126886
Rounders,1998,128442
Rushmore,1998,128445
You've Got Mail,1998,128853
The Iron Giant,1999,129167
There's Something About Mary,1998,129387
I Still Know What You Did Last Summer,1998,130018
Edtv,1999,131369
Tower of Terror,,131620
Mystery Men,1999,132347
At First Sight,1999,132512
The Crow: Salvation,2000,132910
The Matrix,1999,133093
Planet of the Apes,2001,133152
The Faculty,1998,133751
The Siege,1998,133952
Scream 3,2000,134084
The Talented Mr. Ripley,1999,134119
8MM,1999,134273
Pitch Black,2000,134847
Entrapment,1999,137494
Fight Club,1999,137523
Nightbirds,1970,137982
Shakespeare in Love,1998,138097
Intolerable Cruelty,2003,138524
Pi,1998,138704
Cherry,1999,139112
Cruel Intentions,1999,139134
Go,1999,139239
Lake Placid,1999,139414
Training Day,2001,139654
True Crime,1999,139668
The Insider,1999,140352
Mumford,1999,140397
Route 9,,140519
The Corruptor,1999,142192
The Ninth Gate,1999,142688
The World Is Not Enough,1999,143145
American Psycho,2000,144084
The Boondock Saints,1999,144117
Committed,2000,144142
The General's Daughter,1999,144214
The Rage: Carrie 2,1999,144814
Highlander: Endgame,2000,144964
Little Men,1998,145048
Spider-Man,2002,145487
Austin Powers: The Spy Who Shagged Me,1999,145660
Thirteen Days,2000,146309
Lara Croft: Tomb Raider,2001,146316
End of Days,1999,146675
Any Given Sunday,1999,146838
High Fidelity,2000,146882
Happiness,1998,147612
10 Things I Hate About You,1999,147800
The Messenger: The Story of Joan of Arc,1999,151137
Never Been Kissed,1999,151738
Office Space,1999,151804
Following,1998,154506
Drop Dead Gorgeous,1999,157503
"South Park: Bigger, Longer & Uncut",1999,158983
Cold Mountain,2003,159365
Croupier,1998,159382
Charlie's Angels,2000,160127
Lost Souls,2000,160484
What Lies Beneath,2000,161081
Cast Away,2000,162222
Ghost World,2001,162346
Sleepy Hollow,1999,162661
Jurassic Park III,2001,163025
Runaway Bride,1999,163187
Chill Factor,1999,163579
American Pie,1999,163651
The Beach,2000,163978
Bringing Out the Dead,1999,163988
Hollow Man,2000,164052
Sidewalks of New York,1923,164167
Stir of Echoes,1999,164181
Highway,2002,165361
Detroit Rock City,1999,165710
The Limey,1999,165854
Romeo Must Die,2000,165929
Bones,2001,166110
Monkeybone,2001,166276
The Straight Story,1999,166896
Mulholland Drive,2001,166924
Music of the Heart,1999,166943
Hellboy,2004,167190
The Lord of the Rings: The Return of the King,2003,167260
The Lord of the Rings: The Two Towers,2002,167261
The Sixth Sense,1999,167404
Thunderbirds,2004,167456
Lagaan: Once Upon a Time in India,2001,169102
American Beauty,1999,169547
How the Grinch Stole Christmas,2000,170016
The Haunting,1999,171363
Nurse Betty,2000,171580
Boys Don't Cry,1999,171804
Gladiator,2000,172495
Cecil B. Demented,2000,173716
Autumn in New York,2000,174480
Scary Movie,2000,175142
Cherry Falls,2000,175526
Magnolia,1999,175880
Sandman,1998,176118
My Mother Dreams the Satan's Disciples in New York,1998,177023
Galaxy Quest,1999,177789
The Perfect Storm,2000,177971
Ringu,1998,178868
15 Minutes,2001,179626
Quills,2000,180073
Requiem for a Dream,2000,180093
Minority Report,2002,181689
Terminator 3: Rise of the Machines,2003,181852
Traffic,2000,181865
Almost Famous,2000,181875
Boiler Room,2000,181984
Mission to Mars,2000,183523
Phone Booth,2002,183649
A Knight's Tale,2001,183790
Reindeer Games,2000,184858
Wonder Boys,2000,185014
Battlefield Earth,2000,185183
House on Haunted Hill,1999,185371
Little Nicky,2000,185431
The Base,,185908
Frequency,2000,186151
Space Cowboys,2000,186566
Sugar & Spice,2001,186589
Gone in 60 Seconds,2000,187078
The Patriot,2000,187393
Blade II,2002,187738
Birthday Girl,2001,188453
"Crouching Tiger, Hidden Dragon",2000,190332
"O Brother, Where Art Thou?",2000,190590
The Replacements,2000,191397
The Star Wars Holiday Special,,193524
Erin Brockovich,2000,195685
Final Destination,2000,195714
Next Friday,2000,195945
Ticker,2001,196158
"Monsters, Inc.",2001,198781
Love & Basketball,2000,199725
Red Planet,2000,199753
Plastic Man,,200365
You Can Count on Me,2000,203230
Save the Last Dance,2001,206275
Children of Men,2006,206634
What Women Want,2000,207201
Snatch,2000,208092
Get Carter,2000,208988
Memento,2000,209144
The Mummy Returns,2001,209163
The Cell,2000,209958
Ginger Snaps,2000,210070
Happy Campers,2001,210094
Fortune Cookie,1999,210688
If I Had a Hammer,1999,210742
Jason X,2001,211443
Amélie,2001,211915
Awake,2007,211933
A.I. Artificial Intelligence,2001,212720
Hannibal,2001,212985
Pearl Harbor,2001,213149
Bamboozled,2000,215545
Gangs of New York,2002,217505
Unbreakable,2000,217869
Antitrust,2001,218817
The Family Man,2000,218967
Human Nature,2001,219822
Halloween: Resurrection,2002,220506
Blow,2001,221027
Chasing Sleep,2000,221069
Fogg's Millions,1914,221183
Seven Days to Live,2000,221928
Angel Eyes,2001,225071
Made,2001,227005
Spy Kids,2001,227538
Proof of Life,2000,228750
Book of Shadows: Blair Witch 2,2000,229260
The Others,2001,230600
Sweet November,2001,230838
The Fast and the Furious,2001,232500
Collateral Damage,2002,233469
The Matrix Reloaded,2003,234215
Pilot,,235326
The Salton Sea,2002,235737
Queen of the Damned,2002,238546
Bloody Murder,,240380
Five Feet High and Rising,2000,240507
The Four Feathers,2002,240510
Ocean's Eleven,2001,240772
Slackers,2002,240900
Harry Potter and the Sorcerer's Stone,2001,241527
The Matrix Revolutions,2003,242653
Valentine,2001,242998
The Man Who Wasn't There,2001,243133
Bridget Jones's Diary,2001,243155
Stuart Little 2,2002,243585
American Outlaws,2001,244000
Swordfish,2001,244244
Thir13en Ghosts,2001,245674
Donnie Darko,2001,246578
The Believer,2001,247199
In the Bedroom,2001,247425
Ali,2001,248667
A Labor of Love,1976,249672
Storytelling,2001,250081
Legally Blonde,2001,250494
Carnivore,2000,251005
Evolution,2001,251075
John Q,2002,251160
Christmas at Pee-wee's Playhouse,,251640
House of 1000 Corpses,2003,251736
Heist,2001,252503
The Bunker,2001,252963
The Pianist,2002,253474
Star Trek: Nemesis,2002,253754
The Anniversary Party,2001,254099
Baby Boy,2001,255819
Possession,2002,256276
Road to Perdition,2002,257044
Scary Movie 2,2001,257106
Panic Room,2002,258000
S1m0ne,2002,258153
The Bourne Identity,2002,258463
Ghost Rider,2007,259324
Vanilla Sky,2001,259711
Taking Sides,2001,260414
Jay and Silent Bob Strike Back,2001,261392
George Washington,2000,262432
Jeepers Creepers,2001,263488
2001 Maniacs,2005,264323
Basic,2003,264395
Catch Me If You Can,2002,264464
Frailty,2001,264616
Life as a House,2001,264796
The Rookie,2002,265662
The Royal Tenenbaums,2001,265666
Death to Smoochy,2002,266452
Finding Nemo,2003,266543
Kill Bill: Vol. 1,2003,266697
Rush Hour 2,2001,266915
Adaptation.,2002,268126
The Time Machine,2002,268695
A Beautiful Mind,2001,268978
The Majestic,2001,268995
Confessions of a Dangerous Mind,2002,270288
Eight Legged Freaks,2002,271367
The Last Castle,2001,272020
K-PAX,2001,272152
Punch-Drunk Love,2002,272338
Hellraiser: Hellseeker,,274546
Below,2002,276816
I Am Sam,2001,277027
Enough,2002,278435
Insomnia,2002,278504
The Good Girl,2002,279113
A Walk to Remember,2002,281358
They,2002,283632
Monster's Ball,2001,285742
Signs,2002,286106
Stolen Summer,2002,286162
Who's Your Daddy?,,287138
Daredevil,2003,287978
Ghost Ship,2002,288477
28 Days Later,2002,289043
Red Dragon,2002,289765
Analyze That,2002,289848
The Butterfly Effect,2004,289879
The Life of David Gale,2003,289992
The Rules of Attraction,2002,292644
Metropolis,2001,293416
The Phantom of the Opera,2004,293508
Rent,2005,294870
Austin Powers in Goldmember,2002,295178
Harry Potter and the Chamber of Secrets,2002,295297
xXx,2002,295701
Star Wars: The Empire Strikes Back,,296869
Far from Heaven,2002,297884
The Ring,2002,298130
8 Mile,2002,298203
Hero,2002,299977
Slash,2002,301848
Barely Legal,2003,302297
531,2001,303593
Barbershop,2002,303714
Bloody Murder 2: Closing Camp,,303732
Harry Potter and the Prisoner of Azkaban,2004,304141
American Splendor,2003,305206
Cradle 2 the Grave,2003,306685
Solaris,2002,307479
Burning Annie,2004,307879
25th Hour,2002,307901
Bad Santa,2003,307987
The Human Stain,2003,308383
Final Destination 2,2003,309593
Willard,2003,310357
Confidence,2003,310910
Crime Spree,2003,310924
Master and Commander: The Far Side of the World,2003,311113
Love Actually,2003,314331
Bruce Almighty,2003,315327
Spider-Man 2,2004,316654
The Hebrew Hammer,2003,317640
The Incredibles,2004,317705
The Italian Job,2003,317740
Mission: Impossible III,2006,317919
The Cooler,2003,318374
Big Fish,2003,319061
Elf,2003,319343
Underworld,2003,320691
2 Fast 2 Furious,2003,322259
Suspect Zero,2004,324127
The Last Samurai,2003,325710
Matchstick Men,2003,325805
Pirates of the Caribbean: The Curse of the Black Pearl,2003,325980
Secondhand Lions,2003,327137
Catwoman,2004,327554
Coraline,2009,327597
Malibu's Most Wanted,2003,328099
Man on Fire,2004,328107
Thirteen,2003,328538
Dumb and Dumberer: When Harry Met Lloyd,2003,329028
Freddy vs. Jason,2003,329101
Harry Potter and the Goblet of Fire,2005,330373
Troy,2004,332452
Garden State,2004,333766
Girl with a Pearl Earring,2003,335119
The Ladykillers,2004,335245
Lost in Translation,2003,335266
The Passion of the Christ,2004,335345
Hellraiser: Deader,,337636
Something's Gotta Give,2003,337741
Cellular,2004,337921
Eternal Sunshine of the Spotless Mind,2004,338013
Grand Theft Parsons,2003,338075
The Haunted Mansion,2003,338094
Van Helsing,2004,338526
The Aviator,2004,338751
Encrypt,,338963
Hostage,2005,340163
Monster,2003,340855
The Good Shepherd,2006,343737
"I, Robot",2004,343818
Howl's Moving Castle,2004,347149
Gothika,2003,348836
Ocean's Twelve,2004,349903
Walking Tall,2004,351977
Cinderella Man,2005,352248
Memories of Murder,2003,353969
Mr. & Mrs. Smith,2005,356910
Anchorman: The Legend of Ron Burgundy,2004,357413
The Battle of Shaker Heights,2003,357470
Blade: Trinity,2004,359013
The Secret Life of Walter Mitty,2013,359950
Spartan,2004,360009
Constantine,2005,360486
King Kong,2005,360717
The Woodsman,2004,361127
Inglourious Basterds,2009,361748
The Box,2009,362478
Fear of Clowns,,362636
New York Minute,2004,363282
Asylum,2003,363445
Dawn of the Dead,2004,363547
Secret Window,2004,363988
Taking Lives,2004,364045
The Matador,2005,365485
Syriana,2005,365737
Shaun of the Dead,2004,365748
Whiteout,2009,365929
Happy Feet,2006,366548
Harold & Kumar Go to White Castle,2004,366551
The Jacket,2005,366627
The Squid and the Whale,2005,367089
Indiana Jones and the Kingdom of the Crystal Skull,2008,367882
The Manchurian Candidate,2004,368008
The Room,2003,368226
The Village,2004,368447
National Treasure,2004,368891
Alone in the Dark,2005,369226
Collateral,2004,369339
Alien vs. Predator,2004,370263
Spanglish,2004,371246
Stay,2005,371257
The Hitchhiker's Guide to the Galaxy,2005,371724
Iron Man,2008,371746
The Bourne Supremacy,2004,372183
The Wedding Date,2005,372532
Team America: World Police,2004,372588
Batman Begins,2005,372784
Kiss Kiss Bang Bang,2005,373469
Harry Potter and the Order of the Phoenix,2007,373889
The Interpreter,2005,373926
Munna Bhai M.B.B.S.,2003,374887
Napoleon Dynamite,2004,374900
Sideways,2004,375063
Tristan + Isolde,2006,375154
Crash,2004,375679
Sexual Life,2004,376874
Mean Girls,2004,377092
Dead Birds,2004,377749
Kill Bill: Vol. 2,2004,378194
Capote,2005,379725
Serenity,2005,379786
The Lovely Bones,2009,380510
Casino Royale,2006,381061
Special,2003,381613
3:10 to Yuma,2007,381849
Planetfall,2005,382910
Ratatouille,2007,382932
"Synecdoche, New York",2008,383028
Pirates of the Caribbean: Dead Man's Chest,2006,383574
Ask the Dust,2006,384814
Motherless Brooklyn,2019,385887
Where the Wild Things Are,2009,386117
The Legend of Zorro,2005,386140
Saw,2004,387564
Idiocracy,2006,387808
The Black Dahlia,2006,387877
Brokeback Mountain,2005,388795
30 Days of Night,2007,389722
Bee Movie,2007,389790
Click,2006,389860
Maria Full of Grace,2004,390221
The Grudge,2004,391198
Brick,2005,393109
Hotel Rwanda,2004,395169
The Devil's Rejects,2005,395584
The Pacifier,2005,395699
Wedding Crashers,2005,396269
The Skeleton Key,2005,397101
Memoirs of a Geisha,2005,397535
Assault on Precinct 13,2005,398712
A History of Violence,2005,399146
The Island,2005,399201
Lord of War,2005,399295
The Diving Bell and the Butterfly,2007,401383
Breach,2007,401997
The New World,2005,402399
The Big White,2005,402850
Chaos,2005,402910
Night Watch,2004,403358
Perfect Creature,2006,403407
Youth in Revolt,2009,403702
The 40-Year-Old Virgin,2005,405422
Rang De Basanti,2006,405508
All the King's Men,2006,405676
Zathura: A Space Adventure,2005,406375
War of the Worlds,2005,407304
Battlestar Galactica,,407362
Complete Guide to Guys,2005,407680
The Departed,2006,407887
Sweeney Todd: The Demon Barber of Fleet Street,2007,408236
Flightplan,2005,408790
Last Holiday,2006,408985
Watchmen,2009,409459
Cowboys & Aliens,2011,409847
Hustle & Flow,2005,410097
Hellboy II: The Golden Army,2008,411477
Shrek the Third,2007,413267
Elizabeth: The Golden Age,2007,414055
Pride & Prejudice,2005,414387
Talladega Nights: The Ballad of Ricky Bobby,2006,415306
Match Point,2005,416320
300,2006,416449
Crazylove,2005,416658
Two for the Money,2005,417217
12 and Holding,2005,417385
Harry Potter and the Half-Blood Prince,2009,417741
Little Athens,2005,417907
The Surfer King,2006,418206
Transformers,2007,418279
Jarhead,2005,418763
Land of the Dead,2005,418819
Doom,2005,419706
Stranger Than Fiction,2006,420223
Domino,2005,421054
Zerophilia,2005,421090
Red Eye,2005,421239
The Curious Case of Benjamin Button,2008,421715
Warm Springs,,423510
Charlie Bartlett,2007,423977
Clerks II,2006,424345
Game 6,2005,425055
Hot Fuzz,2007,425112
Jimmy and Judy,2006,425151
Lucky Number Slevin,2006,425210
Mini's First Time,2006,425253
Feast,2005,426459
Dinner for Schmucks,2010,427152
Thank You for Smoking,2005,427944
Get Rich or Die Tryin',2005,430308
Miami Vice,2006,430357
Basic Instinct 2,2006,430912
The Kingdom,2007,431197
Fantastic Mr. Fox,2009,432283
V for Vendetta,2005,434409
The Descent,2005,435625
The Giver,2014,435651
Next,2007,435705
Toy Story 3,2010,435761
The Queen,2006,436697
Terminator Salvation,2009,438488
Slither,2006,439815
The Bourne Ultimatum,2007,440963
Kung Fu Panda,2008,441773
Beowulf,2007,442933
Lincoln,2012,443272
Vantage Point,2008,443274
"10,000 BC",2008,443649
The Assassination of Jesse James by the Coward Robert Ford,2007,443680
Zodiac,2007,443706
Blades of Glory,2006,445934
The Burrowers,2008,445939
Scott Pilgrim vs. the World,2010,446029
Sunshine,2007,448134
Hancock,2008,448157
Wild Things: Diamonds in the Rough,,448179
Little Miss Sunshine,2006,449059
Dominion,2005,449086
Pirates of the Caribbean: At World's End,2007,449088
Babel,2006,449467
Passengers,2008,449487
16 Blocks,2006,450232
Blood Diamond,2006,450259
Hostel,2005,450278
1408,2007,450385
Cirque du Freak: The Vampire's Assistant,2009,450405
Wonder Woman,2017,451279
Gone Baby Gone,2007,452623
Lady in the Water,2006,452637
The Time Traveler's Wife,2009,452694
Vacancy,2007,452702
TMNT,2007,453556
42,2013,453562
Black Christmas,2006,454082
The Hills Have Eyes,2006,454841
Life of Pi,2012,454876
The Pursuit of Happyness,2006,454921
The Crazies,2010,455407
How to Lose Friends & Alienate People,2008,455538
John Tucker Must Die,2006,455967
Pan's Labyrinth,2006,457430
The Holiday,2006,457939
Captain America: The First Avenger,2011,458339
The Devil Wears Prada,2006,458352
A Long Way Down,2014,458413
El cantante,2006,458522
X-Men Origins: Wolverine,2009,458525
Black Snake Moan,2006,462200
How to Eat Fried Worms,2006,462346
28 Weeks Later,2007,463854
Piranha 3D,2010,464154
Severance,2006,464196
Michael Clayton,2007,465538
Margaret,2011,466893
Max Payne,2008,467197
The Other Boleyn Girl,2008,467200
Juno,2007,467406
The Dark Knight,2008,468569
Red White Black & Blue,2006,469169
"Sorry, Right Number",2005,469188
There Will Be Blood,2007,469494
Things We Lost in the Fire,2007,469623
Ex Machina,2014,470752
Tower Heist,2011,471042
9,2009,472033
Charlie Wilson's War,2007,472062
The Smurfs,2011,472181
Notorious,2009,472198
The Mechanic,2011,472399
Prince of Persia: The Sands of Time,2010,473075
State of Play,2009,473705
"Hail, Caesar!",2016,475290
Smokin' Aces,2006,475394
The Brave One,2007,476964
Rocket Science,2007,477078
No Country for Old Men,2007,477348
In the Valley of Elah,2007,478134
The Tree of Life,2011,478304
Knocked Up,2007,478311
Rocky Balboa,2006,479143
Crank,2006,479884
Last Time Forever,2006,479942
Season of the Witch,2011,479997
I Am Legend,2007,480249
The Losers,2010,480255
Hall Pass,2011,480687
The Croods,2013,481499
The Prestige,2006,482571
The Strangers,2008,482606
Mr. Nobody,2009,485947
Wind Chill,2007,486051
Stardust,2007,486655
Disturbia,2007,486822
Wild Hogs,2007,486946
Fracture,2007,488120
12,2007,488478
My Name Is Bruce,2007,489235
All the Boys Love Mandy Lane,2006,490076
Silence,2016,490215
Something Borrowed,2011,491152
Suburbicon,2017,491175
Away from Her,2006,491747
Wanted,2008,493464
Vicky Cristina Barcelona,2008,497465
We Own the Night,2007,498399
Avatar,2009,499549
The Man of Steel Bars,,635199
Margot at the Wedding,2007,757361
Love & Other Drugs,2010,758752
Into the Wild,2007,758758
Body of Lies,2008,758774
Custody,,759956
Planet 51,2009,762125
American Gangster,2007,765429
Eastern Promises,2007,765443
The Savages,2007,775529
Drive,2011,780504
In Bruges,2008,780536
Mr. Brooks,2007,780571
Atonement,2007,783233
The Boxtrolls,2014,787474
Dallas Buyers Club,2013,790636
Mirrors,2008,790686
The Messenger,2009,790712
Normal Adolescent Behavior,2007,790721
Jack Reacher,2012,790724
Miles Ahead,2015,790770
Case 39,2009,795351
Death at a Funeral,2007,795368
Lost Easily Horizons,2009,795438
Scary Movie V,2013,795461
Star Trek,2009,796366
Forgetting Sarah Marshall,2008,800039
The Incredible Hulk,2008,800080
Deception,2008,800240
Clash of the Titans,2010,800320
Thor,2011,800369
Death Sentence,2007,804461
It's Kind of a Funny Story,2010,804497
Rendition,2007,804522
Lars and the Real Girl,2007,805564
Angels & Demons,2009,808151
Bright Star,2009,810784
The Danish Girl,2015,810819
The Nines,2007,810988
Speed Racer,2008,811080
Percy Jackson & the Olympians: The Lightning Thief,2010,814255
She's Out of My League,2010,815236
Conan the Barbarian,2011,816462
Interstellar,2014,816692
Flipped,2010,817177
The Tattooist,2007,817228
Valentine's Day,2010,817230
Marley & Me,2008,822832
Priest,2011,822847
Changeling,2008,824747
The Last Station,2009,824758
The Bucket List,2007,825232
Honeydripper,2007,829193
Superbad,2007,829482
Godzilla,2014,831387
Reservation Road,2007,831884
Pet Sematary,2019,837563
After.Life,2009,838247
Step Brothers,2008,838283
Semi-Pro,2008,839980
The Town,2010,840361
Walk Hard: The Dewey Cox Story,2007,841046
The Kids Are All Right,2010,842926
The Brothers Bloom,2008,844286
Cloudy with a Chance of Meatballs,2009,844471
All God's Children Can Dance,2008,847214
The Avengers,2012,848228
The House Bunny,2008,852713
The Visitor,2007,857191
Timber Falls,2007,857295
The Mummy: Tomb of the Dragon Emperor,2008,859163
Sunshine Cleaning,2008,862846
Trick 'r Treat,2007,862856
Frost/Nixon,2008,870111
Nine,2009,875034
The Blind Side,2009,878804
Please Give,2010,878835
Untraceable,2008,880578
All About Steve,2009,881891
Burn After Reading,2008,887883
The Hurt Locker,2008,887912
While She Was Out,2008,887971
Letters to Juliet,2010,892318
How to Train Your Dragon,2010,892769
The Whistleblower,2010,896872
The Road,2009,898367
Pineapple Express,2008,910936
WALL·E,2008,910970
Armored,2009,913354
Broken Embraces,2009,913425
44 Inch Chest,2009,914837
Unthinkable,2010,914863
Doubt,2008,918927
Harry Potter and the Deathly Hallows: Part 1,2010,926084
Precious,2009,929632
Rabbit Hole,2010,935075
The Last Airbender,2010,938283
Tropic Thunder,2008,942385
Salt,2010,944835
Source Code,2011,945513
Black Swan,2010,947798
The Happening,2008,949731
Revolutionary Road,2008,959337
The Ruins,2008,963794
The Fighter,2010,964517
The Conspirator,2010,968264
Hugo,2011,970179
Solomon Kane,2009,970452
Creation,2009,974014
17 Again,2009,974661
Hitchcock,2012,975645
The Reader,2008,976051
Fair Game,2010,977855
Frozen River,2008,978759
Nick and Norah's Infinite Playlist,2008,981227
The Adventures of Tintin,2011,983193
Machete,2010,985694
Valkyrie,2008,985699
Surrogates,2009,986263
Sherlock Holmes,2009,988045
Dear John,2010,989757
Sugar,2008,990413
Hanna,2011,993842
The Wolf of Wall Street,2013,993846
Sex and the City,2008,1000774
He's Just Not That Into You,2009,1001508
Megamind,2010,1001526
The Little Things,2021,10016180
The Humans,2021,10023286
2:13,2009,1002561
Antebellum,2020,10065694
The Iron Lady,2011,1007029
The Tragedy of Macbeth,2021,10095582
Slumdog Millionaire,2008,1010048
Knight and Day,2010,1013743
Milk,2008,1013753
Alice in Wonderland,2010,1014759
Train,2008,1015474
All Quiet on the Western Front,2022,1016150
Bones and All,2022,10168670
Splice,2009,1017460
A Serious Man,2009,1019452
Selma,2014,1020072
500 Days of Summer,2009,1022603
The Way Back,2010,1023114
I'm Your Woman,2020,10243992
Argo,2012,1024648
Land,2021,10265034
The Father,2020,10272386
Work It,2020,10276470
Wall Street: Money Never Sleeps,2010,1027718
French Exit,2020,10279362
Death Proof,2007,1028528
The Power of the Dog,2021,10293406
Amsterdam,2022,10304142
RocknRolla,2008,1032755
The Descendants,2011,1033575
Gamer,2009,1034032
Armageddon Time,2022,10343028
Suspiria,2018,1034415
CODA,2021,10366460
The Book of Eli,2010,1037705
Legion,2010,1038686
The Bounty Hunter,2010,1038919
