movie,year,id
The Proposal,2009,1041829
Nine Days,2020,10451852
Silver Linings Playbook,2012,1045658
Happy-Go-Lucky,2008,1045670
I Love You Phillip Morris,2009,1045772
Year One,2009,1045778
G.I. Joe: The Rise of Cobra,2009,1046173
Last Chance Harvey,2008,1046947
Up,2009,1049413
Made for Each Other,2009,1051241
The Midnight Sky,2020,10539608
The Imaginarium of Doctor Parnassus,2009,1054606
Invictus,2009,1057500
The Invention of Lying,2009,1058017
Eagle Eye,2008,1059786
Cloverfield,2008,1060277
One Night in Miami...,2020,10612922
Mank,2020,10618286
Minari,2020,10633456
Babylon,2022,10640346
Boyhood,2014,1065073
Halloween Kills,2021,10665338
Water for Elephants,2011,1067583
Monte Carlo,2011,1067774
I've Loved You So Long,2008,1068649
Yes Man,2008,1068680
The Electrical Life of Louis Wain,2021,10687506
The Harder They Fall,2021,10696784
The Trial of the Chicago 7,2020,1070874
The Descent: Part 2,2009,1073105
Don't Worry Darling,2022,10731256
Skyfall,2012,1074638
Jonah Hex,2010,1075747
Eddie the Eagle,2015,1083452
Rachel Getting Married,2008,1084950
The Hole,2009,1085779
Bill & Ted Face the Music,2020,1086064
Spider-Man: No Way Home,2021,10872600
Lone Survivor,2013,1091191
Adventureland,2009,1091722
Paul,2011,1092026
Nanny,2022,10931784
Nope,2022,10954984
C'mon C'mon,2021,10986222
Twilight,2008,1099212
Foxcatcher,2014,1100089
TRON: Legacy,2010,1104001
Shifty,2008,1104126
Dirty Girl,2010,1107319
Spirit Untamed,2021,11084896
The Northman,2022,11138512
The Card Counter,2021,11196036
The Hangover,2009,1119646
Blue Valentine,2010,1120985
House of Gucci,2021,11214590
The Ides of March,2011,1124035
Scream,2022,11245972
The Wrestler,2008,1125849
Big Eyes,2014,1126590
Burlesque,2010,1126591
Drag Me to Hell,2009,1127180
Sin Nombre,2009,1127715
Master,2022,11286210
Don't Look Up,2021,11286314
Amelia,2009,1129445
The Informant!,2009,1130080
Shutter Island,2010,1130884
Jennifer's Body,2009,1131734
Green Lantern,2011,1133985
Duplicity,2009,1135487
Sex Drive,2008,1135985
I Carry You with Me,2020,11388990
Mass,2021,11389748
The Unborn,2009,1139668
Strawberry Mansion,2021,11398346
Frankenweenie,2012,1142977
The Ugly Truth,2009,1142988
The Final Destination,2009,1144884
Orphan,2009,1148204
The White Ribbon,2009,1149362
Public Enemies,2009,1152836
8-Bit Christmas,2021,11540284
"I Love You, Man",2009,1155056
Zombieland,2009,1156398
Glass Onion,2022,11564570
Dune,2021,1160419
The Hobbit: The Desolation of Smaug,2013,1170358
Whip It,2009,1172233
Catherine Called Birdy,2022,11727866
City Island,2009,1174730
An Education,2009,1174732
A Hero,2021,11777738
Paranormal Activity,2007,1179904
10 Cloverfield Lane,2016,1179933
The Banshees of Inisherin,2022,11813216
Moon,2009,1182345
Ninja Assassin,2009,1186367
3 Idiots,2009,1187043
Pandorum,2009,1188729
The Lincoln Lawyer,2011,1189340
2012,2009,1190080
Up in the Air,2009,1193138
Get Low,2009,1194263
Diary of a Wimpy Kid,2010,1196141
Law Abiding Citizen,2009,1197624
Observe and Report,2009,1197628
Obsessed,2009,1198138
Funny People,2009,1201167
Harry Potter and the Deathly Hallows: Part 2,2011,1201607
Ouija,2014,1204977
Gran Torino,2008,1205489
Moneyball,2011,1210166
The Lone Ranger,2013,1210819
The Lost City of Z,2016,1212428
The Back-up Plan,2010,1212436
First Man,2018,1213641
The World's End,2013,1213663
Cars 2,2011,1216475
Kill the Messenger,2014,1216491
Leap Year,2010,1216492
Battle Los Angeles,2011,1217613
Limitless,2011,1219289
The Fourth Kind,2009,1220198
I Hope They Serve Beer in Hell,2009,1220628
Henry's Crime,2010,1220888
Extract,2009,1225822
Thirteen Lives,2022,12262116
Get Him to the Greek,2010,1226229
The Damned United,2009,1226271
The Debt,2010,1226753
In the Loop,2009,1226774
Beautiful Boy,2018,1226837
Dr. Horrible's Sing-Along Blog,,1227926
Let Me In,2010,1228987
Those Who Walk Away,2022,12292206
Jane Eyre,2011,1229822
It's Complicated,2009,1230414
S. Darko,2009,1231277
Hot Tub Time Machine,2010,1231587
That's My Boy,2012,1232200
Sorority Row,2009,1232783
21 Jump Street,2012,1232829
Pariah,2011,1233334
The Men Who Stare at Goats,2009,1234548
Greenberg,2010,1234654
Death Note,2017,1241317
I Spit on Your Grave,2010,1242432
We Need to Talk About Kevin,2011,1242460
The Tourist,2010,1243957
RED,2010,1245526
Kick-Ass,2010,1250777
Middle Men,2009,1251757
Emancipation,2022,12530246
Spencer,2021,12536294
The Cabin in the Woods,2011,1259521
Den of Thieves,2018,1259528
The Twilight Saga: New Moon,2009,1259571
Parallel Mothers,2021,12618926
Scream 4,2011,1262416
Paradise,2013,1262990
The Roommate,2011,1265990
Nowhere Boy,2009,1266029
Malcolm & Marie,2021,12676326
The Hand of God,2021,12680684
2 Guns,2013,1272878
Under the Mountain,2009,1275861
Looper,2012,1276104
Jack Goes Boating,2010,1278379
Belfast,2021,12789558
Date Night,2010,1279935
Encounter,2021,12800524
Luca,2021,12801262
Easy A,2010,1282140
Bad Teacher,2011,1284575
The Social Network,2010,1285016
Evil Dead,2013,1288558
Cyrano,2021,12889404
Warrior,2011,1291584
Solitary Man,2009,1294213
Pirates of the Caribbean: On Stranger Tides,2011,1298650
The Boondock Saints II: All Saints Day,2009,1300851
The Irishman,2019,1302006
50/50,2011,1306980
Kill Your Darlings,2013,1311071
Animal Kingdom,2010,1313092
My Policeman,2022,13139228
Borat Subsequent Moviefilm,2020,13143964
Rise of the Planet of the Apes,2011,1318514
The Expendables,2010,1320253
Swan Song,2021,13207508
Death at a Funeral,2010,1321509
Oldboy,2013,1321511
The Beaver,2011,1321860
August: Osage County,2013,1322269
Frozen,2010,1323045
Despicable Me,2010,1323594
The Butler,2013,1327773
Never Let Me Go,2010,1334260
Arthur,2011,1334512
Terminator Genisys,2015,1340138
Fresh,2022,13403046
Tinker Tailor Soldier Spy,2011,1340800
Four Lions,2010,1341167
How Do You Know,2010,1341188
The Great Gatsby,2013,1343092
Dredd,2012,1343727
Red Rocket,2021,13453006
The Dark Knight Rises,2012,1345836
Butter,2011,1349451
Passengers,2016,1355644
Jockey,2021,13559026
Beasts of No Nation,2015,1365050
Emergency,2022,13650600
Tomb Raider,2018,1365519
Women Talking,2022,13669038
Cloud Atlas,2012,1371111
Coriolanus,2011,1372686
Inception,2010,1375666
The Whale,2022,13833688
The Adjustment Bureau,2011,1385826
The Other Guys,2010,1386588
Downsizing,2017,1389072
Mad Max: Fury Road,2015,1392190
Prisoners,2013,1392214
It,2017,1396484
Straight Outta Compton,2015,1398426
Winter's Bone,2010,1399683
Unknown,2011,1401152
Hesher,2010,1403177
True Grit,2010,1403865
Remember Me,2010,1403981
Celeste & Jesse Forever,2012,1405365
For Colored Girls,2010,1405500
Men in Black 3,2012,1409024
No Strings Attached,2011,1411238
The Best Exotic Marigold Hotel,2011,1412386
The Fabelmans,2022,14208870
Somewhere,2010,1421051
Predators,2010,1424381
Deadpool,2016,1431045
Another Year,2010,1431181
Lady Chatterley's Lover,2022,14369780
Cha Cha Real Smooth,2022,14376344
Fright Night,2011,1438176
Charlie St. Cloud,2010,1438254
Empire of Light,2022,14402146
Submarine,2010,1440292
The American,2010,1440728
Martha Marcy May Marlene,2011,1441326
Under the Skin,2013,1441395
Quartet,2012,1441951
Tár,2022,14444726
The Son,2022,14458442
Rise of the Guardians,2012,1446192
Prometheus,2012,1446714
Monsters University,2013,1453405
The Help,2011,1454029
Gravity,2013,1454468
The Conjuring,2013,1457767
The Next Three Days,2010,1458175
Buried,2010,1462758
I Am Number Four,2011,1464540
Baywatch,2017,1469304
MacGruber,2010,1470023
Bridget Jones's Baby,2016,1473832
Cedar Rapids,2011,1477837
Hyde Park on Hudson,2012,1477855
Bridesmaids,2011,1478338
Attack the Block,2011,1478964
She Said,2022,14807308
The Lorax,2012,1482459
Oblivion,2013,1483013
The Greatest Showman,2017,1485796
Red Riding Hood,2011,1486185
Tamara Drewe,2010,1486190
F,2010,1486670
The Change-Up,2011,1488555
Guillermo del Toro's Pinocchio,2022,1488589
Booksmart,2019,1489887
The Lego Movie,2014,1490017
I Saw the Light,2015,1490785
Aaranya Kaandam,2010,1496729
Horrible Bosses,2011,1499658
Bad Boys for Life,2020,1502397
Drive Angry,2011,1502404
The King's Speech,2010,1504320
Third Star,2010,1510906
Super,2010,1512235
A Star Is Born,2018,1517451
Anonymous,2011,1521197
Vacation,2015,1524930
"Argentina, 1985",2022,15301048
Murderland,,1531804
Beginners,2010,1532503
Marcel the Shell with Shoes On,2021,15339456
Elysium,2013,1535108
Captain Phillips,2013,1535109
127 Hours,2010,1542344
Zombieland: Double Tap,2019,1560220
The Master,2012,1560747
Blue Hotel,2010,1561375
Bloodwork,2012,1562567
Overboard,2018,1563742
Skyline,2010,1564585
Man on a Ledge,2012,1568338
The Girl with the Dragon Tattoo,2011,1568346
War Horse,2011,1568911
"Crazy, Stupid, Love.",2011,1570728
A Dangerous Method,2011,1571222
Barbarian,2022,15791034
Larry Crowne,2011,1583420
What to Expect When You're Expecting,2012,1586265
Machine Gun Preacher,2011,1586752
Maleficent,2014,1587310
Insidious,2010,1591095
Pawn Sacrifice,2014,1596345
The Big Short,2015,1596363
Contagion,2011,1598778
Abduction,2011,1600195
Only God Forgives,2013,1602613
Amour,2012,1602620
ATM,2012,1603257
Frank,2014,1605717
Midnight in Paris,2011,1605783
Win Win,2011,1606392
Margin Call,2011,1615147
Jackie,2016,1619029
30 Minutes or Less,2011,1622547
ParaNorman,2012,1623288
Young Adult,2011,1625346
The Sandwich Days,2010,1629412
Edge of Tomorrow,2014,1631867
Friends with Benefits,2011,1632708
Bloodshot,2020,1634106
Ted,2012,1637725
The Man from U.N.C.L.E.,2015,1638355
Udaan,2010,1639426
How to Train Your Dragon 2,2014,1646971
The Dark Tower,2017,1648190
Super 8,2011,1650062
Blonde,2022,1655389
My Week with Marilyn,2011,1655420
The Artist,2011,1655442
Colombiana,2011,1657507
The Song of Names,2019,1657517
The Perks of Being a Wallflower,2012,1659337
The Revenant,2015,1663202
Martyrs,2015,1663655
Pacific Rim,2013,1663662
Damsels in Distress,2011,1667307
Now You See Me,2013,1670345
Batman: Year One,,1672723
Take Shelter,2011,1675192
Ready Player One,2018,1677720
Stoker,2013,1682180
Playback,2012,1682940
Despicable Me 2,2013,1690953
I Melt with You,2011,1691920
Carnage,2011,1692486
The Invisible Woman,2013,1700845
Chronicle,2012,1706593
Snowpiercer,2013,1706620
Les Misérables,2012,1707386
Alex Cross,2012,1712170
Only Lovers Left Alive,2013,1714915
Shame,2011,1723811
The Way Way Back,2013,1727388
Bohemian Rhapsody,2018,1727824
Ender's Game,2013,1731141
Snow White and the Huntsman,2012,1735898
Moonrise Kingdom,2012,1748122
This Is 40,2012,1758830
No One Lives,2012,1763264
Arbitrage,2012,1764183
Shadow Dancer,2012,1770734
Danny Collins,2015,1772288
Anna Karenina,2012,1781769
Boy Who Never Slept,2006,1781782
John Dies at the End,2012,1783732
Pirates of the Caribbean: Dead Men Tell No Tales,2017,1790809
The Maze Runner,2014,1790864
Zero Dark Thirty,2012,1790885
Inherent Vice,2014,1791528
While We're Young,2014,1791682
Her,2013,1798709
American Hustle,2013,1800241
Gold,2016,1800302
Unbroken,2014,1809398
The Place Beyond the Pines,2012,1817273
Nebraska,2013,1821549
The Double,2013,1825157
Black Panther,2018,1825683
A Separation,2011,1832382
Great Expectations,2012,1836808
Winter's Tale,2014,1837709
Ruby Sparks,2012,1839492
Rockstar,2011,1839596
Divergent,2014,1840309
Django Unchained,2012,1853728
You're Next,2011,1853739
End of Watch,2012,1855199
To Rome with Love,2012,1859650
Safety Not Guaranteed,2012,1862079
The Sessions,2012,1866249
The Batman,2022,1877830
X-Men: Days of Future Past,2014,1877832
The Edge of Seventeen,2016,1878870
Spotlight,2015,1895587
Flight,2012,1907668
My Pure Joy,2011,1909807
Good Vibrations,2012,1920945
Frankenstein's Army,2013,1925435
Mud,2012,1935179
Carrie,2013,1939659
Ford v Ferrari,2019,1950186
The Hitman's Bodyguard,2017,1959563
Labor Day,2013,1967545
The Comedian,2016,1967614
Infinitely Polar Bear,2014,1969062
The Neon Demon,2016,1974419
Victor Frankenstein,2015,1976009
Aftersun,2022,19770238
Toy Story 4,2019,1979376
The Good Dinosaur,2015,1979388
Pitch Perfect,2012,1981677
"For a Good Time, Call...",2012,1996264
Papadopoulos & Sons,2012,2006810
All Is Lost,2013,2017038
Identity Thief,2013,2024432
12 Years a Slave,2013,2024544
Flatliners,2017,2039338
The Gambler,2014,2039393
Inside Llewyn Davis,2013,2042568
Rust and Bone,2012,2053425
Side Effects,2013,2053463
Eye in the Sky,2015,2057392
Smashed,2012,2063781
Rocketman,2019,2066051
Steve Jobs,2015,2080374
The Imitation Game,2014,2084970
Mr. Right,2015,2091935
Inside Out,2015,2096673
Spring Breakers,2012,2101441
Dawn of the Planet of the Apes,2014,2103281
Authors Anonymous,2014,2114461
Ginger & Rosa,2012,2115295
Hacksaw Ridge,2016,2119532
Pixels,2015,2120120
Beasts of the Southern Wild,2012,2125435
The Bling Ring,2013,2132285
Saving Mr. Banks,2013,2140373
The Accountant,2016,2140479
Bad Words,2013,2170299
Horrible Bosses 2,2014,2170439
The Kings of Summer,2013,2179116
American Sniper,2014,2179136
Into the Woods,2014,2180411
The Purge,2013,2184339
Run All Night,2015,2199571
Before Midnight,2013,2209418
The Amityville Asylum,2013,2216212
Insidious: Chapter 2,2013,2226417
Calvary,2014,2234003
Dear White People,2014,2235108
Contest,2013,2245188
American Milkshake,2013,2254364
Hate Crime,2012,2257436
Wadjda,2012,2258858
Gone Girl,2014,2267998
Hellboy,2019,2274648
The Grand Budapest Hotel,2014,2278388
My Friend Dahmer,2017,2291540
Minions,2015,2293640
22 Jump Street,2014,2294449
Frozen,2013,2294629
Olympus Has Fallen,2013,2302755
Reasonable Doubt,2014,2304953
Alien: Covenant,2017,2316204
The Babadook,2014,2321549
Mary Queen of Scots,2018,2328900
The Zero Theorem,2013,2333804
Fruitvale Station,2013,2334649
Blue Jasmine,2013,2334873
White House Down,2013,2334879
The Rover,2014,2345737
The Mummy,2017,2345759
Frances Ha,2012,2347569
Mississippi Grind,2015,2349144
The Lunchbox,2013,2350496
Bad Country,2014,2350892
Blue Ruin,2013,2359024
Live by Night,2016,2361317
The Intern,2015,2361509
Short Term 12,2013,2370248
Spectre,2015,2379713
Coco,2017,2380307
Brooklyn,2015,2381111
Mission: Impossible - Rogue Nation,2015,2381249
Focus,2015,2381941
No Time to Die,2021,2382320
Oculus,2013,2388715
Enough Said,2013,2390361
Mudbound,2017,2396589
The Invitation,2015,2400463
Anomalisa,2015,2401878
Carol,2015,2402927
Belle,2013,2404181
Gods of Egypt,2016,2404233
Woman in Gold,2015,2404425
The Past,2013,2404461
The Happy Prince,2018,2404639
Atomic Blonde,2017,2406566
Christ Complex,2012,2416048
Joy,2015,2446980
The Peanuts Movie,2015,2452042
Respect,2021,2452150
Get on Up,2014,2473602
Mr. Turner,2014,2473794
"Extremely Wicked, Shockingly Evil and Vile",2019,2481498
5 to 7,2014,2486678
Star Wars: Episode VII - The Force Awakens,2015,2488496
The Keeping Room,2014,2488778
Me Him Her,2015,2507238
Hotel Transylvania 2,2015,2510894
Crimson Peak,2015,2554274
Birdman or (The Unexpected Virtue of Ignorance),2014,2562232
Me and Earl and the Dying Girl,2015,2582496
Hell or High Water,2016,2582782
Whiplash,2014,2582802
The Fault in Our Stars,2014,2582846
Jojo Rabbit,2019,2584384
Love Is Strange,2014,2639344
About Alex,2014,2667918
Fences,2016,2671706
Locke,2013,2692904
The Boss,2016,2702724
Game Night,2018,2704998
The Secret Life of Pets,2016,2709768
Fury,2014,2713180
What We Did on Our Holiday,2014,2725962
Bird Box,2018,2737304
Beauty and the Beast,2017,2771200
Annihilation,2018,2798920
Kingsman: The Secret Service,2014,2802144
Mike and Dave Need Wedding Dates,2016,2823054
The Old Man & the Gun,2018,2837574
Pitch Perfect 2,2015,2848292
"As Above, So Below",2014,2870612
Wish I Was Here,2014,2870708
Mistress America,2015,2872462
Nightcrawler,2014,2872718
Lucy,2014,2872732
Red Sparrow,2018,2873282
Macbeth,2015,2884018
99 Homes,2014,2891174
John Wick,2014,2911666
Ad Astra,2019,2935510
A Most Violent Year,2014,2937898
Zootopia,2016,2948356
Soul,2020,2948372
Encanto,2021,2953050
Batman v Superman: Dawn of Justice,2016,2975590
The Theory of Everything,2014,2980516
The Guest,2014,2980592
13/13/13,2013,2991516
Faults,2014,3021360
Learning to Drive,2014,3062976
Love & Friendship,2016,3068194
Creed,2015,3076658
Suffragette,2015,3077214
Tusk,2014,3099498
Crazy Rich Asians,2018,3104988
The Tender Bar,2021,3108894
Trainwreck,2015,3152624
Pride,2014,3169706
Room,2015,3170832
The Boy Next Door,2015,3181822
Trumbo,2015,3203606
Slow West,2015,3205376
A Beautiful Day in the Neighborhood,2019,3224458
It Follows,2014,3235888
I'll See You in My Dreams,2015,3236120
Sully,2016,3263904
Little Women,2019,3281548
Logan,2017,3315342
American Ultra,2015,3316948
Still Alice,2014,3316960
Annabelle,2014,3322940
Stan & Ollie,2018,3385524
Scary Stories to Tell in the Dark,2019,3387520
Haider,2014,3390572
Ulidavaru Kandanthe,2014,3394420
Sicario,2015,3397884
Murder on the Orient Express,2017,3402236
A Monster Calls,2016,3416532
The End of the Tour,2015,3416744
Finch,2021,3420504
War for the Planet of the Apes,2017,3450958
The Lobster,2015,3464902
Sing,2016,3470600
Maggie's Plan,2015,3471098
Thor: Ragnarok,2017,3501632
Richard Jewell,2019,3513548
The Disaster Artist,2017,3521126
Sing Street,2016,3544112
Captain Fantastic,2016,3553976
Girls Trip,2017,3564472
Legend,2015,3569230
West Side Story,2021,3581652
The Grudge,2020,3612126
The Girl on the Train,2016,3631112
I Smile Back,2015,3640682
The Martian,2015,3659388
The Red Turtle,2016,3666024
Bridge of Spies,2015,3682448
Remember,2015,3704050
Elvis,2022,3704428
All the Old Knives,2022,3706352
The Hollars,2016,3714720
Maudie,2016,3721954
The Leisure Seeker,2017,3741632
Lion,2016,3741834
The Wife,2017,3750872
My Big Fat Greek Wedding 2,2016,3760922
La La Land,2016,3783958
Barb and Star Go to Vista Del Mar,2021,3797512
The Nice Guys,2016,3799694
Big Time Adolescence,2019,3824648
The Predator,2018,3829266
Land of Mine,2015,3841424
To All the Boys I've Loved Before,2018,3846674
Dope,2015,3850214
Krampus,2015,3850590
The Boy,2016,3882082
Baby Driver,2017,3890160
Leave No Trace,2018,3892172
Guardians of the Galaxy Vol. 2,2017,3896198
Equity,2016,3958780
Okja,2017,3967856
Manchester by the Sea,2016,4034228
Swiss Army Man,2016,4034354
Toni Erdmann,2016,4048272
Green Room,2015,4062536
A Prayer Before Dawn,2017,4080956
Avengers: Endgame,2019,4154796
Free Fire,2016,4158096
All for Nikki,2020,4160608
Anthropoid,2016,4190530
Norman,2016,4191702
How to Build a Girl,2019,4193072
The Birth of a Nation,2016,4196450
Molly's Game,2017,4209788
The Babysitter,2017,4225622
The Witch,2015,4263482
The Good Nurse,2022,4273800
The Founder,2016,4276820
Kubo and the Two Strings,2016,4302938
Julieta,2016,4326444
The Last Black Man in San Francisco,2019,4353250
The Peanut Butter Falcon,2019,4364194
20th Century Women,2016,4385888
Paddington 2,2017,4468740
The Meddler,2015,4501454
Novitiate,2017,4513316
Overlord,2018,4530422
Miss Sloane,2016,4540710
Nocturnal Animals,2016,4550098
Darkest Hour,2017,4555426
Downhill,2020,4558376
Can You Ever Forgive Me?,2018,4595882
Battle of the Sexes,2017,4622512
Spider-Man: Into the Spider-Verse,2018,4633694
Masaan,2015,4635372
Denial,2016,4645330
Harriet,2019,4648786
Bad Moms,2016,4651520
On the Basis of Sex,2018,4669788
Loving,2016,4669986
Lucy in the Sky,2019,4682804
The Death of Stalin,2017,4686844
The Mauritanian,2021,4761112
The Meg,2018,4779682
Lights Out,2016,4786282
Hidden Figures,2016,4846340
First They Killed My Father,2017,4882376
Kapoor & Sons,2016,4900716
Just Mercy,2019,4916630
Lady Bird,2017,4925292
Till,2022,4960748
The Sisters Brothers,2018,4971344
Moonlight,2016,4975722
Being the Ricardos,2021,4995540
Ambulance,2022,4998632
Dunkirk,2017,5013056
"Three Billboards Outside Ebbing, Missouri",2017,5027774
Mary Poppins Returns,2018,5028340
Get Out,2017,5052448
Sicario: Day of the Soldado,2018,5052474
Hold the Dark,2018,5057140
Dangal,2016,5074352
The Favourite,2018,5083738
Papillon,2017,5093026
Isle of Dogs,2018,5104604
Raya and the Last Dragon,2021,5109280
Mother!,2017,5109784
Warning Shot,2018,5113250
Ocean's Eight,2018,5164214
"Love, Simon",2018,5164432
Mark Felt: The Man Who Brought Down the White House,2017,5175450
Wonderstruck,2017,5208216
Neerja,2016,5286444
All the Money in the World,2017,5294550
Happy End,2017,5304464
Happy Death Day,2017,5308322
Never Look Away,2018,5311542
Wind River,2017,5362988
Sound of Metal,2019,5363618
Colette,2018,5437928
Zola,2020,5439812
The Big Sick,2017,5462602
Hustlers,2019,5503686
Bright,2017,5519340
Private Life,2018,5536610
The Meyerowitz Stories,2017,5536736
Pink,2016,5571734
"I, Tonya",2017,5580036
The Hate U Give,2018,5580266
The Shape of Water,2017,5580390
The Beguiled,2017,5592248
Doctor Sleep,2019,5606664
Tully,2018,5610554
Mid90s,2018,5613484
A Fantastic Woman,2017,5639354
Thoroughbreds,2017,5649108
The Florida Project,2017,5649144
Fighting Belle,2017,5662022
Sorry to Bother You,2018,5688932
Slender Man,2018,5690360
Under the Silver Lake,2018,5691670
I Don't Feel at Home in This World Anymore,2017,5710514
Film Stars Don't Die in Liverpool,2017,5711148
The Killing of a Sacred Deer,2017,5715874
Breathe,2017,5716464
Call Me by Your Name,2017,5726616
You Were Never Really Here,2017,5742374
Skyscraper,2018,5758778
Underwater,2020,5774060
Phantom Thread,2017,5776858
Brigsby Bear,2017,5805752
The Nun,2018,5814060
Victoria & Abdul,2017,5816682
A Hidden Life,2019,5827916
Elizabeth Blue,2017,5881892
Brad's Status,2017,5884230
Wildlife,2018,5929754
Vox Lux,2018,5960374
Ingrid Goes West,2017,5962210
Life Itself,2018,5989218
"Roman J. Israel, Esq.",2017,6000478
Kin,2018,6017942
Last Flag Flying,2017,6018306
First Reformed,2017,6053438
Disobedience,2017,6108178
The Aeronauts,2019,6141246
Roma,2018,6155172
White Noise,2022,6160448
I Think We're Alone Now,2018,6169694
Assassination Nation,2018,6205872
American Animals,2018,6212478
The Rider,2017,6217608
Annette,2021,6217926
The Man Who Invented Christmas,2017,6225520
"Ruben Brandt, Collector",2018,6241872
Free Guy,2021,6264654
Vice,2018,6266538
The Post,2017,6294822
Loveless,2017,6304162
Creed II,2018,6343314
Downton Abbey,2019,6398184
The Ballad of Buster Scruggs,2018,6412452
Fast Color,2018,6418778
The Sun Is Also a Star,2019,6423362
The Personal History of David Copperfield,2019,6439020
Serenity,2019,6476140
Upgrade,2018,6499752
The Beach Bum,2019,6511932
The White Tiger,2021,6571548
Bad Times at the El Royale,2018,6628394
A Quiet Place,2018,6644200
What They Had,2018,6662736
The Spy Who Dumped Me,2018,6663582
Outlaw King,2018,6679794
Everything Everywhere All at Once,2022,6710474
Tenet,2020,6723592
Parasite,2019,6751668
Totem,2017,6791238
Us,2019,6857112
Palmer,2021,6857376
The Hummingbird Project,2018,6866224
News of the World,2020,6878306
Foxtrot,2017,6896536
Midway,2019,6924650
The Boss Baby 2: Family Business,2021,6932874
Puzzle,2018,6933454
Green Book,2018,6966692
Mandy,2018,6998518
Boy Erased,2018,7008872
Eighth Grade,2018,7014006
A Simple Favor,2018,7040874
Velvet Buzzsaw,2019,7043012
The Front Runner,2018,7074886
If Beale Street Could Talk,2018,7125860
Destroyer,2018,7137380
Onward,2020,7146812
Blindspotting,2018,7242142
22-Jul,2018,7280898
Joker,2019,7286456
Triangle of Sadness,2022,7322224
Good Boys,2019,7343762
BlacKkKlansman,2018,7349662
A Man Called Otto,2022,7405458
In Fabric,2018,7464188
Over the Moon,2020,7488208
Marriage Story,2019,7653254
Searching,2018,7668870
Stuber,2019,7734218
Kate,2021,7737528
Nightmare Alley,2021,7740496
Brightburn,2019,7752126
Never Rarely Sometimes Always,2020,7772582
Hereditary,2018,7784604
I'm Thinking of Ending Things,2020,7939766
The Mitchells vs the Machines,2021,7979580
The Lighthouse,2019,7984734
The King,2019,7984766
After the Wedding,2019,7985692
Frankie,2019,8019694
The Woman King,2022,8093700
Kajillionaire,2020,8143990
Honey Boy,2019,8151874
The Report,2019,8236336
Capernaum,2018,8267604
Pain and Glory,2019,8291806
Crawl,2019,8364368
The Gentlemen,2019,8367814
The Two Popes,2019,8404614
Shirley,2020,8430598
The United States vs. Billie Holiday,2021,8521718
Dolemite Is My Name,2019,8526872
The Way Back,2020,8544498
1917,2019,8579674
The Farewell,2019,8637428
The Climb,2019,8637440
Waves,2019,8652728
"tick, tick... BOOM!",2021,8721424
Queen & Slim,2019,8722346
Midsommar,2019,8772262
Come to Daddy,2019,8816194
The French Dispatch,2021,8847712
Passing,2021,8893974
Knives Out,2019,8946378
Saint Frances,2019,9016016
Living,2022,9051908
The Lost Daughter,2021,9100054
Black Panther: Wakanda Forever,2022,9114286
Cherry,2021,9130508
Three Thousand Years of Longing,2022,9198364
All Is True,2018,9206798
Emma.,2020,9214832
First Cow,2019,9231040
Let Him Go,2020,9340860
Candyman,2021,9347730
Palm Springs,2020,9484998
On the Rocks,2020,9606374
King Richard,2021,9620288
Promising Young Woman,2020,9620292
Last Night in Soho,2021,9639470
The King of Staten Island,2020,9686708
The Night House,2020,9731534
Bros,2022,9731598
The Menu,2022,9764362
Nomadland,2020,9770150
Da 5 Bloods,2020,9777644
The Tomorrow War,2021,9777666
Judas and the Black Messiah,2021,9784798
Herself,2020,9902160
